sample_id,sample_date,no3_n,mov_avg_no3_n
MPR,1992-08-04,12,48
MPR,1992-08-11,47,45.888888888888886
MPR,1992-08-18,70,42.333333333333336
MPR,1992-08-25,79,39.888888888888886
MPR,1992-09-01,68,45.22222222222222
MPR,1992-09-08,10,62.111111111111114
MPR,1992-09-15,11,59.55555555555556
MPR,1992-09-22,21,52.55555555555556
MPR,1992-09-29,89,46.44444444444444
MPR,1992-10-06,164,44.77777777777778
MPR,1992-10-13,24,51
MPR,1992-10-20,7,52.22222222222222
MPR,1992-10-27,24,56.125
MPR,1992-11-03,53,49.625
MPR,1992-11-10,66,31.5
MPR,1992-11-17,22,30.25
MPR,1992-11-24,NA,33.57142857142857
MPR,1992-12-01,37,35.166666666666664
MPR,1992-12-08,19,31.6
MPR,1992-12-15,14,23
MPR,1992-12-22,NA,23.333333333333332
MPR,1992-12-29,NA,23.333333333333332
MPR,1993-01-05,NA,16.5
MPR,1993-01-12,NA,14
MPR,1993-01-19,NA,NA
MPR,1993-01-26,NA,NA
MPR,1993-02-02,NA,78
MPR,1993-02-09,NA,77
MPR,1993-02-16,NA,84.33333333333333
MPR,1993-02-23,NA,74.75
MPR,1993-03-02,78,86.2
MPR,1993-03-09,76,91.66666666666667
MPR,1993-03-16,99,86.71428571428571
MPR,1993-03-23,46,84.875
MPR,1993-03-30,132,81.33333333333333
MPR,1993-04-06,119,80.22222222222223
MPR,1993-04-13,57,74.55555555555556
MPR,1993-04-20,72,71.88888888888889
MPR,1993-04-27,53,68
MPR,1993-05-04,68,60
MPR,1993-05-11,25,52.125
MPR,1993-05-18,75,47.125
MPR,1993-05-25,11,43.57142857142857
MPR,1993-06-01,NA,42
MPR,1993-06-08,56,55.33333333333333
MPR,1993-06-15,NA,61.4
MPR,1993-06-15,17,61.4
MPR,1993-06-22,NA,58
MPR,1993-06-29,NA,73.66666666666667
MPR,1993-07-06,148,56.75
MPR,1993-07-13,NA,57
MPR,1993-07-20,NA,64.66666666666667
MPR,1993-07-27,NA,63
MPR,1993-08-03,6,63
MPR,1993-08-10,NA,50.75
MPR,1993-08-17,40,51.8
MPR,1993-08-24,58,52.166666666666664
MPR,1993-08-31,NA,45.57142857142857
MPR,1993-09-07,99,47.42857142857143
MPR,1993-09-14,56,50.25
MPR,1993-09-21,54,46.25
MPR,1993-09-28,6,49.375
MPR,1993-10-05,19,49.111111111111114
MPR,1993-10-13,70,38.888888888888886
MPR,1993-10-19,8,38.55555555555556
MPR,1993-10-26,83,34.44444444444444
MPR,1993-11-02,47,35.888888888888886
MPR,1993-11-09,7,38
MPR,1993-11-16,53,35.75
MPR,1993-11-23,17,37.875
MPR,1993-11-30,19,31.428571428571427
MPR,1993-12-07,NA,28.833333333333332
MPR,1993-12-14,52,33.2
MPR,1993-12-21,25,28.25
MPR,1993-12-28,NA,32
MPR,1994-01-04,NA,27.333333333333332
MPR,1994-01-11,NA,22.75
MPR,1994-01-18,NA,13
MPR,1994-01-25,NA,6.333333333333333
MPR,1994-02-01,5,6.333333333333333
MPR,1994-02-08,9,6.333333333333333
MPR,1994-02-15,NA,6.333333333333333
MPR,1994-02-22,5,7
MPR,1994-03-01,NA,7
MPR,1994-03-08,NA,7.666666666666667
MPR,1994-03-15,NA,7
MPR,1994-03-22,9,7
MPR,1994-03-29,NA,14
MPR,1994-04-05,NA,18.333333333333332
MPR,1994-04-12,NA,18.5
MPR,1994-04-19,NA,18.4
MPR,1994-04-26,19,20.4
MPR,1994-05-03,27,21.833333333333332
MPR,1994-05-10,19,20.428571428571427
MPR,1994-05-17,18,19.75
MPR,1994-05-24,19,19.11111111111111
MPR,1994-05-31,29,19.125
MPR,1994-06-07,12,17.25
MPR,1994-06-14,15,19.625
MPR,1994-06-21,14,24.75
MPR,1994-06-28,NA,25.571428571428573
MPR,1994-07-05,12,25
MPR,1994-07-12,38,52.83333333333333
MPR,1994-07-19,59,60.4
MPR,1994-07-26,NA,72
MPR,1994-08-02,NA,72
MPR,1994-08-09,179,92
MPR,1994-08-16,NA,119
MPR,1994-08-23,NA,179
MPR,1994-08-30,NA,179
MPR,1994-09-06,NA,179
MPR,1994-09-13,NA,NA
MPR,1994-09-20,NA,NA
MPR,1994-09-27,NA,NA
MPR,1994-10-04,NA,NA
MPR,1994-10-11,NA,NA
MPR,1994-10-18,NA,NA
MPR,1994-10-25,NA,NA
MPR,1994-11-01,NA,80
MPR,1994-11-08,NA,43
MPR,1994-11-15,NA,43
MPR,1994-11-22,NA,43
MPR,1994-11-29,80,43
MPR,1994-12-06,6,43
MPR,1994-12-13,NA,43
MPR,1994-12-20,NA,43
MPR,1994-12-27,NA,43
