sample_id,sample_date,mg,mov_avg_mg
MPR,1990-11-20,2.33,1.8266666666666667
MPR,1990-11-27,1.87,1.9833333333333334
MPR,1990-12-04,0.36,1.9633333333333334
MPR,1990-12-11,2.26,1.98
MPR,1990-12-18,2.14,1.95
MPR,1990-12-25,3.36,2.062222222222222
MPR,1990-12-31,1.18,2.1144444444444446
MPR,1991-01-08,1.96,2.25
MPR,1991-01-15,2.09,2.2555555555555555
MPR,1991-01-22,3.34,2.1688888888888886
MPR,1991-01-29,2.34,2.0233333333333334
MPR,1991-02-05,1.58,2.1244444444444444
MPR,1991-02-12,2.31,2.148888888888889
MPR,1991-02-19,1.36,2.0966666666666667
MPR,1991-02-26,2.05,1.9633333333333334
MPR,1991-03-05,2.09,1.9511111111111112
MPR,1991-03-12,2.18,1.9975
MPR,1991-03-19,1.62,1.85
MPR,1991-03-26,2.14,1.84625
MPR,1991-04-02,2.23,1.73125
MPR,1991-04-15,1.13,1.4075
MPR,1991-04-23,1.33,1.3771428571428572
MPR,1991-04-30,1.13,1.1228571428571428
MPR,1991-05-07,0.84,0.9285714285714285
MPR,1991-05-14,0.84,0.86875
MPR,1991-05-21,NA,0.8314285714285714
MPR,1991-05-28,0.36,0.7657142857142857
MPR,1991-06-04,0.87,0.7185714285714285
MPR,1991-06-11,0.45,0.7285714285714285
MPR,1991-06-18,NA,0.9271428571428572
MPR,1991-06-25,0.87,1.0899999999999999
MPR,1991-07-02,0.8,1.35
MPR,1991-07-09,0.91,1.61625
MPR,1991-07-16,2.23,1.96875
MPR,1991-07-23,2.23,2.0722222222222224
MPR,1991-07-30,2.44,2.3055555555555554
MPR,1991-08-06,3,2.46
MPR,1991-08-13,3.27,2.6633333333333336
MPR,1991-08-20,2.9,2.681111111111111
MPR,1991-08-27,2.97,2.756666666666667
MPR,1991-09-03,2.19,2.6966666666666668
MPR,1991-09-10,2.74,2.61
MPR,1991-09-17,2.39,2.4766666666666666
MPR,1991-09-24,2.91,2.41
MPR,1991-10-01,1.9,2.34
MPR,1991-10-08,2.22,2.1350000000000002
MPR,1991-10-15,2.07,2.07
MPR,1991-10-22,2.3,2.09875
MPR,1991-10-29,NA,2.01375
MPR,1991-11-05,0.55,1.9975
MPR,1991-11-12,2.22,1.975
MPR,1991-11-18,2.62,1.77375
MPR,1991-11-26,2.23,1.7637500000000002
MPR,1991-12-03,1.77,1.8233333333333335
MPR,1991-12-10,2.04,1.9333333333333333
MPR,1991-12-17,0.46,1.8922222222222222
MPR,1991-12-23,2.22,1.8522222222222222
MPR,1991-12-30,2.3,1.8444444444444446
MPR,1992-01-07,1.54,1.8744444444444444
MPR,1992-01-14,1.85,1.9277777777777778
MPR,1992-01-21,2.26,2.183333333333333
MPR,1992-01-28,2.16,2.161111111111111
MPR,1992-02-04,2.04,2.1233333333333335
MPR,1992-02-11,2.52,2.2111111111111112
MPR,1992-02-18,2.76,2.2533333333333334
MPR,1992-02-25,2.02,2.178888888888889
MPR,1992-03-03,1.96,2.1333333333333333
MPR,1992-03-10,2.33,2.292222222222222
MPR,1992-03-17,2.23,2.8133333333333335
MPR,1992-03-24,1.59,2.7511111111111113
MPR,1992-04-01,1.75,2.808888888888889
MPR,1992-04-07,3.47,2.783333333333333
MPR,1992-04-14,7.21,2.743333333333333
MPR,1992-04-21,2.2,2.741111111111111
MPR,1992-04-28,2.54,2.7222222222222223
MPR,1992-05-05,1.73,2.628888888888889
MPR,1992-05-12,1.97,2.482222222222222
MPR,1992-05-19,2.21,1.8177777777777777
MPR,1992-05-26,1.42,1.7522222222222221
MPR,1992-06-02,0.91,1.7622222222222221
MPR,1992-06-09,2.15,1.8611111111111112
MPR,1992-06-16,1.23,1.9277777777777778
MPR,1992-06-23,1.61,1.8977777777777778
MPR,1992-06-30,2.63,1.961111111111111
MPR,1992-07-07,2.62,2.101111111111111
MPR,1992-07-14,2.57,1.9733333333333334
MPR,1992-07-21,1.94,2.088888888888889
MPR,1992-07-28,1.99,2.1577777777777776
MPR,1992-08-04,2.17,2.214444444444444
MPR,1992-08-11,1,2.2222222222222223
MPR,1992-08-18,2.27,2.1944444444444446
MPR,1992-08-25,2.23,2.17
MPR,1992-09-01,3.14,2.1733333333333333
MPR,1992-09-08,2.69,2.2022222222222223
MPR,1992-09-15,2.32,2.378888888888889
MPR,1992-09-22,1.72,2.39
MPR,1992-09-29,2.02,2.4855555555555555
MPR,1992-10-06,2.43,2.2866666666666666
MPR,1992-10-13,2.59,2.098888888888889
MPR,1992-10-20,2.37,2.0366666666666666
MPR,1992-10-27,3.09,2.0255555555555556
MPR,1992-11-03,1.35,2.013333333333333
MPR,1992-11-10,1,1.9644444444444444
MPR,1992-11-17,1.76,1.8377777777777777
MPR,1992-11-24,1.62,1.77125
MPR,1992-12-01,1.91,1.5975
MPR,1992-12-08,1.99,1.66625
MPR,1992-12-15,1.45,1.79875
MPR,1992-12-22,NA,1.83625
MPR,1992-12-29,1.7,1.88625
MPR,1993-01-05,1.9,1.89375
MPR,1993-01-12,2.06,1.9225
MPR,1993-01-19,2.06,1.8975
MPR,1993-01-26,2.02,1.9188888888888889
MPR,1993-02-02,1.97,1.981111111111111
MPR,1993-02-09,2.22,2.0277777777777777
MPR,1993-02-16,1.25,2.0566666666666666
MPR,1993-02-23,2.09,2.101111111111111
MPR,1993-03-02,2.26,2.1422222222222222
MPR,1993-03-09,2.32,2.1966666666666668
MPR,1993-03-16,2.32,2.223333333333333
MPR,1993-03-23,2.46,2.341111111111111
MPR,1993-03-30,2.39,2.371111111111111
MPR,1993-04-06,2.46,2.3055555555555554
MPR,1993-04-13,2.46,2.216666666666667
MPR,1993-04-20,2.31,2.1855555555555557
MPR,1993-04-27,2.36,2.098888888888889
MPR,1993-05-04,1.67,2.026666666666667
MPR,1993-05-11,1.52,2.013333333333333
MPR,1993-05-18,2.04,1.9366666666666665
MPR,1993-05-25,1.68,1.89
MPR,1993-06-01,1.74,1.9933333333333334
MPR,1993-06-08,2.34,2.051111111111111
MPR,1993-06-15,NA,2.091111111111111
MPR,1993-06-15,1.77,2.091111111111111
MPR,1993-06-22,1.89,2.102222222222222
MPR,1993-06-29,3.29,2.0188888888888887
MPR,1993-07-06,2.19,2.0855555555555556
MPR,1993-07-13,1.88,2.05375
MPR,1993-07-20,2.14,2.135
MPR,1993-07-27,0.93,2.23625
MPR,1993-08-03,2.34,2.01
MPR,1993-08-10,NA,1.97375
MPR,1993-08-17,2.42,2.0575
MPR,1993-08-24,2.7,2.03625
MPR,1993-08-31,1.48,2.1
MPR,1993-09-07,1.9,2.06
MPR,1993-09-14,2.55,2.068888888888889
MPR,1993-09-21,1.97,1.9266666666666667
MPR,1993-09-28,1.44,1.8233333333333333
MPR,1993-10-05,2.02,1.9766666666666666
MPR,1993-10-13,2.14,1.9444444444444444
MPR,1993-10-19,1.14,1.8755555555555556
MPR,1993-10-26,1.77,1.968888888888889
MPR,1993-11-02,2.86,1.9622222222222223
MPR,1993-11-09,1.61,1.9844444444444445
MPR,1993-11-16,1.93,2.0077777777777777
MPR,1993-11-23,2.81,2.0244444444444443
MPR,1993-11-30,1.38,1.8855555555555557
MPR,1993-12-07,2.22,1.6811111111111112
MPR,1993-12-14,2.35,1.5222222222222221
MPR,1993-12-21,1.29,1.4211111111111112
MPR,1993-12-28,0.52,1.35
MPR,1994-01-04,1.02,1.4144444444444444
MPR,1994-01-11,0.18,1.3844444444444444
MPR,1994-01-18,1.02,1.3522222222222222
MPR,1994-01-25,2.17,1.3166666666666667
MPR,1994-02-01,1.96,1.49
MPR,1994-02-08,1.95,1.6344444444444444
MPR,1994-02-15,2.06,1.8822222222222222
MPR,1994-02-22,0.97,2.0533333333333332
MPR,1994-03-01,2.08,2.0877777777777777
MPR,1994-03-08,2.32,2.1622222222222223
MPR,1994-03-15,2.41,2.12
MPR,1994-03-22,2.56,2.1
MPR,1994-03-29,2.48,2.258888888888889
MPR,1994-04-05,2.63,2.3155555555555556
MPR,1994-04-12,1.57,2.2044444444444444
MPR,1994-04-19,1.88,2.1155555555555554
MPR,1994-04-26,2.4,2.0877777777777777
MPR,1994-05-03,2.59,2.183333333333333
MPR,1994-05-10,1.32,2.1333333333333333
MPR,1994-05-17,1.61,2.2422222222222223
MPR,1994-05-24,2.31,2.3177777777777777
MPR,1994-05-31,3.34,2.28
MPR,1994-06-07,2.18,2.2744444444444443
MPR,1994-06-14,2.55,2.3433333333333333
MPR,1994-06-21,2.56,2.3544444444444443
MPR,1994-06-28,2.06,2.367777777777778
MPR,1994-07-05,2.54,2.25
MPR,1994-07-12,1.94,2.421111111111111
MPR,1994-07-19,1.71,2.38
MPR,1994-07-26,2.43,2.3644444444444446
MPR,1994-08-02,2.28,2.4966666666666666
MPR,1994-08-09,3.72,2.4566666666666666
MPR,1994-08-16,2.18,2.5
MPR,1994-08-23,2.42,2.428888888888889
MPR,1994-08-30,3.25,2.3844444444444446
MPR,1994-09-06,2.18,2.4122222222222223
MPR,1994-09-13,2.33,2.203333333333333
MPR,1994-09-20,1.07,2.21
MPR,1994-09-27,2.03,2.1222222222222222
MPR,1994-10-04,2.53,2.0155555555555558
MPR,1994-10-11,1.84,1.9244444444444444
MPR,1994-10-18,2.24,1.8944444444444444
MPR,1994-10-25,1.63,1.93
MPR,1994-11-01,2.29,1.958888888888889
MPR,1994-11-08,1.36,2.0055555555555555
MPR,1994-11-15,2.06,2.017777777777778
MPR,1994-11-22,1.39,2.0155555555555558
MPR,1994-11-29,2.29,2.0877777777777777
MPR,1994-12-06,2.95,2.0625
MPR,1994-12-13,1.95,2.162857142857143
MPR,1994-12-20,2.22,2.18
MPR,1994-12-27,2.28,2.338
