sample_id,sample_date,k,mov_avg_k
Q1,1988-01-05,0.76,0.8063636363636364
Q1,1988-01-12,0.77,0.8058333333333333
Q1,1988-01-19,0.75,0.8030769230769231
Q1,1988-01-26,0.74,0.8064285714285714
Q1,1988-01-29,0.86,0.8064285714285714
Q1,1988-01-29,0.83,0.8064285714285714
Q1,1988-01-29,0.91,0.8064285714285714
Q1,1988-01-29,0.84,0.8064285714285714
Q1,1988-01-29,0.86,0.8064285714285714
Q1,1988-02-02,0.76,0.8066666666666666
Q1,1988-02-02,0.79,0.8066666666666666
Q1,1988-02-03,NA,0.8066666666666666
Q1,1988-02-04,NA,0.8066666666666666
Q1,1988-02-09,0.8,0.7893333333333333
Q1,1988-02-10,NA,0.7893333333333333
Q1,1988-02-16,0.77,0.7846666666666666
Q1,1988-02-23,0.85,0.7833333333333333
Q1,1988-03-01,0.81,0.8911764705882353
Q1,1988-03-08,0.5,0.90125
Q1,1988-03-15,0.7,0.895625
Q1,1988-03-23,0.73,0.900625
Q1,1988-03-29,0.97,0.89375
Q1,1988-03-29,1.13,0.89375
Q1,1988-03-29,0.86,0.89375
Q1,1988-03-29,1.07,0.89375
Q1,1988-03-29,1.07,0.89375
Q1,1988-03-29,1.17,0.89375
Q1,1988-03-29,1.11,0.89375
Q1,1988-03-29,1.06,0.89375
Q1,1988-04-05,0.82,0.89
Q1,1988-04-12,0.71,0.9488235294117647
Q1,1988-04-19,0.85,0.964375
Q1,1988-04-26,0.74,0.965625
Q1,1988-05-03,0.75,0.8788888888888888
Q1,1988-05-10,1.19,0.8766666666666667
Q1,1988-05-10,NA,0.8766666666666667
Q1,1988-05-10,NA,0.8766666666666667
Q1,1988-05-10,NA,0.8766666666666667
Q1,1988-05-10,1.2,0.8766666666666667
Q1,1988-05-17,NA,0.8855555555555555
Q1,1988-05-24,0.75,0.8811111111111111
Q1,1988-05-31,0.9,0.8777777777777778
Q1,1988-06-07,0.8,0.8811111111111111
Q1,1988-06-14,0.79,0.7914285714285715
Q1,1988-06-21,0.81,0.7877777777777778
Q1,1988-06-28,0.71,0.7833333333333333
Q1,1988-07-05,0.78,0.7644444444444445
Q1,1988-07-12,NA,0.7655555555555555
Q1,1988-07-19,0.73,0.7711111111111111
Q1,1988-07-22,0.82,0.7711111111111111
Q1,1988-07-26,NA,0.7623076923076924
Q1,1988-07-26,0.71,0.7623076923076924
Q1,1988-08-02,0.73,0.7676923076923077
Q1,1988-08-09,0.81,0.7607692307692308
Q1,1988-08-16,0.84,0.7628571428571429
Q1,1988-08-23,0.87,0.76
Q1,1988-08-24,0.76,0.76
Q1,1988-08-24,NA,0.76
Q1,1988-08-24,0.77,0.76
Q1,1988-08-24,0.48,0.76
Q1,1988-08-24,0.9,0.76
Q1,1988-08-30,0.78,0.76
Q1,1988-09-06,0.69,0.76
Q1,1988-09-13,0.79,0.7553846153846154
Q1,1988-09-20,0.75,0.7483333333333333
Q1,1988-09-27,0.71,0.76
Q1,1988-10-04,0.73,0.77
Q1,1988-10-11,0.75,0.7925
Q1,1988-10-18,NA,0.8175
Q1,1988-10-25,0.88,0.83125
Q1,1988-11-01,0.86,0.845
Q1,1988-11-07,0.87,0.85625
Q1,1988-11-15,0.99,0.89375
Q1,1988-11-22,0.86,0.8977777777777778
Q1,1988-11-29,0.82,0.9033333333333333
Q1,1988-12-06,0.82,0.8333333333333334
Q1,1988-12-13,1.05,0.8444444444444444
Q1,1988-12-20,0.93,0.8444444444444444
Q1,1988-12-27,0.93,0.8555555555555555
Q1,1989-01-03,0.23,0.8744444444444445
Q1,1989-01-10,0.97,0.8888888888888888
Q1,1989-01-17,0.99,0.8588888888888889
Q1,1989-01-24,0.96,0.85
Q1,1989-01-31,0.99,0.851111111111111
Q1,1989-02-07,0.95,0.9177777777777778
Q1,1989-02-14,0.78,0.9088888888888889
Q1,1989-02-21,0.85,0.8866666666666666
Q1,1989-02-28,0.94,0.8677777777777778
Q1,1989-03-07,0.83,0.8488888888888889
Q1,1989-03-09,NA,0.8488888888888889
Q1,1989-03-14,NA,0.8366666666666667
Q1,1989-03-14,0.89,0.8366666666666667
Q1,1989-03-21,0.79,0.8366666666666667
Q1,1989-03-28,0.79,0.84
Q1,1989-04-04,0.82,0.8366666666666667
Q1,1989-04-11,0.84,0.8544444444444445
Q1,1989-04-18,0.78,0.8544444444444445
Q1,1989-04-25,0.88,0.8622222222222222
Q1,1989-05-02,0.91,0.8722222222222222
Q1,1989-05-09,0.99,0.9366666666666666
Q1,1989-05-16,0.89,0.9344444444444444
Q1,1989-05-23,0.86,0.9377777777777778
Q1,1989-05-30,0.88,0.9322222222222222
Q1,1989-06-06,1.4,0.9299999999999999
Q1,1989-06-13,0.82,0.9333333333333333
Q1,1989-06-20,0.81,0.9477777777777777
Q1,1989-06-27,0.83,0.9577777777777777
Q1,1989-07-05,0.89,0.9622222222222222
Q1,1989-07-11,1.02,0.9166666666666666
Q1,1989-07-18,1.02,0.9344444444444444
Q1,1989-07-26,0.95,0.9444444444444444
Q1,1989-08-01,0.92,0.9522222222222222
Q1,1989-08-08,0.99,0.95
Q1,1989-08-15,0.98,0.9377777777777778
Q1,1989-08-22,0.9,0.9344444444444444
Q1,1989-08-29,0.9,0.995
Q1,1989-09-05,0.87,1.0245454545454546
Q1,1989-09-12,0.91,1.0172727272727273
Q1,1989-09-20,NA,1.0227272727272727
Q1,1989-09-22,0.99,1.0227272727272727
Q1,1989-09-26,1.27,1.049090909090909
Q1,1989-09-26,1.22,1.049090909090909
Q1,1989-10-03,0.98,1.079090909090909
Q1,1989-10-05,1.26,1.079090909090909
Q1,1989-10-10,0.91,1.2741666666666667
Q1,1989-10-17,1.04,1.3091666666666666
Q1,1989-10-24,1.19,1.3208333333333333
Q1,1989-10-31,1.23,1.299090909090909
Q1,1989-11-07,1.66,1.287
Q1,1989-11-08,2.63,1.287
Q1,1989-11-14,1.33,1.279
Q1,1989-11-21,1.13,1.255
Q1,1989-11-28,0.93,1.232
Q1,1989-12-05,0.82,1.407
Q1,1989-12-12,0.83,1.1922222222222223
Q1,1989-12-19,0.8,1.1555555555555554
Q1,1989-12-26,0.96,1.1466666666666667
Q1,1990-01-02,2.98,1.1566666666666667
Q1,1990-01-09,0.95,1.1733333333333333
Q1,1990-01-16,1,1.201111111111111
Q1,1990-01-23,1.05,1.2466666666666666
Q1,1990-01-30,1.02,1.268888888888889
Q1,1990-02-06,0.97,1.0422222222222222
Q1,1990-02-13,1.08,1.1866666666666668
Q1,1990-02-20,1.21,1.218888888888889
Q1,1990-02-27,1.16,1.2344444444444445
Q1,1990-03-06,0.94,1.2355555555555555
Q1,1990-03-13,2.25,1.2333333333333334
Q1,1990-03-20,1.29,1.2177777777777778
Q1,1990-03-27,1.19,1.4092307692307693
Q1,1990-04-03,1.03,1.4038461538461537
Q1,1990-04-10,0.95,1.4492857142857143
Q1,1990-04-17,0.94,1.3699999999999999
Q1,1990-04-24,0.97,1.3592857142857142
Q1,1990-04-25,1.71,1.3592857142857142
Q1,1990-04-25,2.1,1.3592857142857142
Q1,1990-04-25,2.3,1.3592857142857142
Q1,1990-04-26,1.49,1.3592857142857142
Q1,1990-05-01,1.09,1.3628571428571428
Q1,1990-05-08,1.15,1.372142857142857
Q1,1990-05-10,1.83,1.372142857142857
Q1,1990-05-15,1.14,1.3892857142857142
Q1,1990-05-22,1.14,1.4107142857142856
Q1,1990-05-29,1.24,1.2469999999999999
Q1,1990-06-05,1.16,1.238
Q1,1990-06-12,1.19,1.1588888888888889
Q1,1990-06-19,1.24,1.1355555555555554
Q1,1990-06-26,1.29,1.1977777777777778
Q1,1990-07-03,1,1.1555555555555554
Q1,1990-07-10,1.03,1.1255555555555556
Q1,1990-07-17,0.93,1.1366666666666667
Q1,1990-07-24,1.7,1.0944444444444446
Q1,1990-07-31,0.86,1.0377777777777777
Q1,1990-08-07,0.89,1.0133333333333334
Q1,1990-08-14,1.29,0.9833333333333334
Q1,1990-08-21,0.86,0.9677777777777777
Q1,1990-08-28,0.78,0.8688888888888889
Q1,1990-09-04,0.78,0.8844444444444445
Q1,1990-09-11,0.76,0.8944444444444445
Q1,1990-09-18,0.79,0.8477777777777777
Q1,1990-09-25,0.81,0.8577777777777778
Q1,1990-10-02,1,0.9033333333333333
Q1,1990-10-09,0.98,0.9322222222222222
Q1,1990-10-16,0.87,0.9555555555555556
Q1,1990-10-23,0.95,0.9622222222222222
Q1,1990-10-30,1.19,0.9777777777777777
Q1,1990-11-06,1.04,1.007
Q1,1990-11-13,0.97,1.0918181818181818
Q1,1990-11-20,0.85,1.0754545454545454
Q1,1990-11-27,0.95,1.0672727272727274
Q1,1990-12-04,1.31,1.0709090909090908
Q1,1990-12-04,0.96,1.0709090909090908
Q1,1990-12-11,0.78,1.0736363636363637
Q1,1990-12-14,2.14,1.0736363636363637
Q1,1990-12-18,0.69,1.0572727272727274
Q1,1990-12-25,0.86,1.040909090909091
Q1,1990-12-31,1.23,1.0245454545454546
Q1,1991-01-08,1.07,0.983
Q1,1991-01-15,0.79,0.8566666666666667
Q1,1991-01-22,0.67,0.9044444444444445
Q1,1991-01-29,0.77,0.9044444444444445
Q1,1991-02-05,0.83,0.8455555555555556
Q1,1991-02-12,0.8,0.8144444444444444
Q1,1991-02-19,1.12,0.8166666666666667
Q1,1991-02-26,0.86,0.8211111111111111
Q1,1991-03-05,0.7,0.8188888888888889
Q1,1991-03-12,0.79,0.8122222222222223
Q1,1991-03-19,0.81,0.8233333333333334
Q1,1991-03-22,NA,0.8233333333333334
Q1,1991-03-26,0.71,0.8022222222222223
Q1,1991-04-02,0.75,0.7933333333333333
Q1,1991-04-09,0.77,0.8144444444444444
Q1,1991-04-15,0.9,0.8333333333333334
Q1,1991-04-23,0.93,0.8422222222222222
Q1,1991-04-30,0.78,0.868
Q1,1991-05-07,0.89,0.885
Q1,1991-05-14,0.96,0.923
Q1,1991-05-21,0.89,0.92
Q1,1991-05-28,0.89,0.919
Q1,1991-05-31,0.92,0.919
Q1,1991-06-01,NA,0.958
Q1,1991-06-04,0.92,0.958
Q1,1991-06-11,1.15,0.958
Q1,1991-06-18,0.87,0.914
Q1,1991-06-25,0.92,0.85
Q1,1991-07-02,1.17,0.82
Q1,1991-07-09,0.89,0.8099999999999999
Q1,1991-07-16,0.52,0.7644444444444445
Q1,1991-07-23,0.25,0.7555555555555555
Q1,1991-07-30,0.69,0.822
Q1,1991-08-06,0.83,0.8
Q1,1991-08-13,0.74,0.967
Q1,1991-08-20,0.79,1.012
Q1,1991-08-27,0.92,1.086
Q1,1991-08-27,1.42,1.086
Q1,1991-09-03,0.95,1.1139999999999999
Q1,1991-09-10,2.56,1.142
Q1,1991-09-17,0.97,1.165
Q1,1991-09-24,0.99,1.165
Q1,1991-10-01,0.97,1.1155555555555556
Q1,1991-10-08,1.11,1.200909090909091
Q1,1991-10-15,0.97,1.089090909090909
Q1,1991-10-22,0.79,1.1225
Q1,1991-10-29,0.73,1.1408333333333334
Q1,1991-11-05,1.15,1.1516666666666666
Q1,1991-11-07,1.77,1.1516666666666666
Q1,1991-11-08,1.2,1.1516666666666666
Q1,1991-11-12,1.33,1.1416666666666666
Q1,1991-11-18,0.94,1.1483333333333334
Q1,1991-11-22,1.52,1.1407692307692308
Q1,1991-11-26,1.21,1.17
Q1,1991-12-03,1.1,1.2
Q1,1991-12-10,0.99,1.159
Q1,1991-12-17,1.05,1.1440000000000001
Q1,1991-12-23,1.05,1.185
Q1,1991-12-30,1.09,1.1566666666666667
Q1,1992-01-07,1.31,1.22
Q1,1992-01-14,1.18,1.225
Q1,1992-01-21,1.35,1.221
Q1,1992-01-28,1.29,1.215
Q1,1992-02-04,1.3,1.219
Q1,1992-02-06,1.59,1.219
Q1,1992-02-11,1.04,1.194
Q1,1992-02-18,1.01,1.186
Q1,1992-02-25,0.99,1.1520000000000001
Q1,1992-03-03,1.13,1.179
Q1,1992-03-10,1.06,1.0722222222222222
Q1,1992-03-17,1.1,1.0711111111111111
Q1,1992-03-24,1.01,1.1111111111111112
Q1,1992-04-01,1.56,1.05
Q1,1992-04-07,0.75,1.0433333333333334
Q1,1992-04-14,1.03,1.0333333333333334
Q1,1992-04-21,1.37,1.0133333333333334
Q1,1992-04-28,0.44,1.051111111111111
Q1,1992-05-05,1.07,1.0266666666666666
Q1,1992-05-12,0.97,1.0544444444444445
Q1,1992-05-19,0.92,1.0744444444444445
Q1,1992-05-26,1.35,1.031111111111111
Q1,1992-06-02,1.34,1.11
Q1,1992-06-09,1,1.1177777777777778
Q1,1992-06-16,1.21,1.1566666666666667
Q1,1992-06-23,0.98,1.1755555555555555
Q1,1992-06-30,1.15,1.1566666666666667
Q1,1992-07-07,1.14,1.1311111111111112
Q1,1992-07-14,1.32,1.1455555555555554
Q1,1992-07-21,1.09,1.1322222222222222
Q1,1992-07-28,1.18,1.1466666666666667
Q1,1992-08-04,1.11,1.1300000000000001
Q1,1992-08-11,1.13,1.1333333333333333
Q1,1992-08-18,1.09,1.1377777777777778
Q1,1992-08-25,1.11,1.1344444444444444
Q1,1992-09-01,1,1.1144444444444446
Q1,1992-09-08,1.17,1.0966666666666667
Q1,1992-09-15,1.36,1.1122222222222222
Q1,1992-09-22,1.06,1.0877777777777777
Q1,1992-09-29,1,1.0655555555555556
Q1,1992-10-06,0.95,1.07
Q1,1992-10-13,1.27,1.0633333333333335
Q1,1992-10-20,0.87,0.9577777777777778
Q1,1992-10-27,0.91,0.9666666666666667
Q1,1992-11-03,1.04,0.9877777777777778
Q1,1992-11-10,1.11,1
Q1,1992-11-17,0.41,0.9044444444444445
Q1,1992-11-24,1.14,0.9466666666666667
Q1,1992-12-01,1.19,0.9622222222222222
Q1,1992-12-08,1.06,1.0066666666666666
Q1,1992-12-15,0.41,1.01
Q1,1992-12-22,NA,1.0911111111111111
Q1,1992-12-22,NA,1.0911111111111111
Q1,1992-12-22,1.25,1.0911111111111111
Q1,1992-12-29,1.05,1.0955555555555556
Q1,1993-01-05,1.44,1.0822222222222222
Q1,1993-01-12,1.14,1.0755555555555556
Q1,1993-01-19,1.14,1.1511111111111112
Q1,1993-01-26,1.18,1.1133333333333333
Q1,1993-02-02,1.07,1.1344444444444444
Q1,1993-02-09,1,1.0966666666666667
Q1,1993-02-16,1.09,1.0811111111111111
Q1,1993-02-23,0.91,1.0711111111111111
Q1,1993-03-02,1.24,1.1022222222222222
Q1,1993-03-09,1.1,1.12
Q1,1993-03-16,1,1.1511111111111112
Q1,1993-03-23,1.05,1.2033333333333334
Q1,1993-03-30,1.46,1.1955555555555555
Q1,1993-04-06,1.23,1.1744444444444444
Q1,1993-04-13,1.28,1.1722222222222223
Q1,1993-04-20,1.56,1.18
Q1,1993-04-27,0.84,1.2455555555555555
Q1,1993-05-04,1.05,1.2333333333333334
Q1,1993-05-11,1.08,1.22
Q1,1993-05-18,1.07,1.1888888888888889
Q1,1993-05-25,1.64,1.1400000000000001
Q1,1993-06-01,1.35,1.1788888888888889
Q1,1993-06-08,1.11,1.1577777777777778
Q1,1993-06-15,1,1.1555555555555557
Q1,1993-06-22,1.12,1.1388888888888888
Q1,1993-06-29,1.19,1.0733333333333335
Q1,1993-07-06,0.86,1.0455555555555556
Q1,1993-07-13,1.06,1.018888888888889
Q1,1993-07-20,0.92,1.037777777777778
Q1,1993-07-27,1.05,1.0222222222222221
Q1,1993-08-03,1.1,1.0066666666666666
Q1,1993-08-10,0.87,1.0033333333333334
Q1,1993-08-17,1.17,1.051111111111111
Q1,1993-08-24,0.98,1.0622222222222222
Q1,1993-08-31,1.05,1.0577777777777777
Q1,1993-09-07,0.83,1.0555555555555556
Q1,1993-09-14,1.49,1.0933333333333333
Q1,1993-09-21,1.02,1.1222222222222222
Q1,1993-09-28,1.01,1.13
Q1,1993-10-05,1.08,1.11
Q1,1993-10-13,1.21,1.1211111111111112
Q1,1993-10-19,1.43,1.1222222222222222
Q1,1993-10-26,1.05,1.1733333333333333
Q1,1993-11-02,0.87,1.1744444444444444
Q1,1993-11-09,0.93,1.1477777777777778
Q1,1993-11-16,1.5,1.1277777777777778
Q1,1993-11-23,1.48,1.1133333333333333
Q1,1993-11-30,1.02,1.1255555555555556
Q1,1993-12-07,0.84,1.1777777777777778
Q1,1993-12-14,1.03,1.18
Q1,1993-12-21,1.3,1.1077777777777778
Q1,1993-12-28,1.16,1.0422222222222222
Q1,1994-01-04,1.34,1.0333333333333332
Q1,1994-01-11,0.95,1.0611111111111111
Q1,1994-01-18,0.85,1.0355555555555556
Q1,1994-01-25,0.89,1.0422222222222222
Q1,1994-02-01,0.94,1.0477777777777777
Q1,1994-02-08,1.09,1.0044444444444445
Q1,1994-02-15,0.8,1.0055555555555555
Q1,1994-02-22,1.36,1.03
Q1,1994-03-01,1.21,1.0355555555555556
Q1,1994-03-08,0.95,1.0344444444444445
Q1,1994-03-15,0.96,1.0266666666666666
Q1,1994-03-22,1.07,1.0655555555555556
Q1,1994-03-29,0.94,1.0266666666666666
Q1,1994-04-05,0.93,0.991111111111111
Q1,1994-04-12,1.02,1.0355555555555556
Q1,1994-04-19,1.15,1.051111111111111
Q1,1994-04-26,1.01,1.058888888888889
Q1,1994-05-03,0.89,1.0911111111111111
Q1,1994-05-10,1.35,1.1133333333333333
Q1,1994-05-17,1.1,1.1355555555555554
Q1,1994-05-24,1.14,1.1566666666666667
Q1,1994-05-31,1.23,1.169
Q1,1994-06-07,1.13,1.178
Q1,1994-06-14,1.22,1.171
Q1,1994-06-21,1.34,1.21
Q1,1994-06-28,1.15,1.201
Q1,1994-06-30,1.14,1.201
Q1,1994-07-05,0.98,1.195
Q1,1994-07-12,1.28,1.187
Q1,1994-07-19,1.49,1.172
Q1,1994-07-26,1.05,1.143
Q1,1994-08-02,1.17,1.1677777777777778
Q1,1994-08-09,1.05,1.2577777777777779
Q1,1994-08-16,1.07,1.2144444444444444
Q1,1994-08-23,1.05,1.2377777777777779
Q1,1994-08-30,1.37,1.218888888888889
Q1,1994-09-06,1.79,1.1822222222222223
