sample_id,sample_date,k,mov_avg_k
Q3,1991-02-05,0.78,0.8222222222222222
Q3,1991-02-12,0.9,0.7888888888888889
Q3,1991-02-19,0.86,0.7922222222222223
Q3,1991-02-26,0.83,0.7844444444444444
Q3,1991-03-05,0.7,0.7811111111111111
Q3,1991-03-12,0.74,0.7733333333333333
Q3,1991-03-19,0.76,0.7777777777777778
Q3,1991-03-22,NA,0.7777777777777778
Q3,1991-03-26,0.7,0.7866666666666666
Q3,1991-04-02,0.76,0.7944444444444444
Q3,1991-04-09,0.71,0.8111111111111111
Q3,1991-04-15,0.94,0.8233333333333334
Q3,1991-04-23,0.94,0.8433333333333333
Q3,1991-04-30,0.9,0.865
Q3,1991-05-07,0.85,0.881
Q3,1991-05-14,0.85,0.897
Q3,1991-05-21,0.94,0.893
Q3,1991-05-28,0.86,0.889
Q3,1991-05-31,0.9,0.889
Q3,1991-06-01,NA,0.889
Q3,1991-06-04,0.92,0.889
Q3,1991-06-11,0.87,0.883
Q3,1991-06-18,0.9,0.929
Q3,1991-06-25,0.9,0.907
Q3,1991-07-02,0.9,0.8855555555555555
Q3,1991-07-09,0.79,0.8688888888888889
Q3,1991-07-16,1.31,0.8588888888888889
Q3,1991-07-23,0.72,0.85375
Q3,1991-07-30,0.66,1.0433333333333334
Q3,1991-08-06,0.77,1.0455555555555556
Q3,1991-08-13,0.78,1.031111111111111
Q3,1991-08-20,NA,0.98
Q3,1991-08-27,0.97,0.98
Q3,1991-08-27,2.49,0.98
Q3,1991-09-03,0.92,1.008888888888889
Q3,1991-09-10,0.66,1.0255555555555556
Q3,1991-09-17,0.85,1.05
Q3,1991-09-24,0.72,1.027
Q3,1991-10-01,0.92,0.8033333333333333
Q3,1991-10-08,0.92,0.8354545454545454
Q3,1991-10-15,1,0.889090909090909
Q3,1991-10-22,0.82,0.8916666666666667
Q3,1991-10-29,0.42,0.905
Q3,1991-11-05,0.71,0.9066666666666666
Q3,1991-11-07,1.05,0.9066666666666666
Q3,1991-11-08,1.12,0.9066666666666666
Q3,1991-11-12,1.25,0.8966666666666667
Q3,1991-11-18,0.88,0.8883333333333333
Q3,1991-11-22,0.89,0.8776923076923077
Q3,1991-11-26,0.88,0.8825000000000001
Q3,1991-12-03,0.94,0.9400000000000001
Q3,1991-12-10,0.8,0.9440000000000001
Q3,1991-12-17,0.9,0.911
Q3,1991-12-23,0.75,0.912
Q3,1991-12-30,1.11,0.9166666666666667
Q3,1992-01-07,1.04,0.9620000000000001
Q3,1992-01-14,0.92,0.976
Q3,1992-01-21,0.89,1.0050000000000001
Q3,1992-01-28,0.9,1.017
Q3,1992-02-04,1,0.995
Q3,1992-02-06,1.31,0.995
Q3,1992-02-11,0.94,0.989
Q3,1992-02-18,1.19,1.067
Q3,1992-02-25,0.87,1.159
Q3,1992-03-03,0.89,1.173
Q3,1992-03-10,0.98,1.1922222222222223
Q3,1992-03-17,1.7,1.1577777777777778
Q3,1992-03-24,1.81,1.12
Q3,1992-04-01,1.04,1.13
Q3,1992-04-07,1.31,1.1877777777777778
Q3,1992-04-14,0.63,1.1777777777777778
Q3,1992-04-21,0.85,1.0777777777777777
Q3,1992-04-28,0.96,0.9644444444444444
Q3,1992-05-05,1.41,0.97
Q3,1992-05-12,0.89,0.9222222222222223
Q3,1992-05-19,0.8,0.9377777777777778
Q3,1992-05-26,0.79,0.9355555555555556
Q3,1992-06-02,1.09,0.9355555555555556
Q3,1992-06-09,0.88,0.89
Q3,1992-06-16,0.77,0.8822222222222222
Q3,1992-06-23,0.83,0.9033333333333333
Q3,1992-06-30,0.96,0.9077777777777778
Q3,1992-07-07,1,0.9044444444444444
Q3,1992-07-14,0.82,0.9011111111111111
Q3,1992-07-21,0.99,0.9077777777777778
Q3,1992-07-28,0.83,1.1411111111111112
Q3,1992-08-04,1.06,1.1188888888888888
Q3,1992-08-11,0.85,1.1300000000000001
Q3,1992-08-18,0.83,1.1322222222222222
Q3,1992-08-25,2.93,1.1155555555555556
Q3,1992-09-01,0.76,1.1233333333333333
Q3,1992-09-08,1.1,1.0955555555555556
Q3,1992-09-15,0.84,1.1222222222222222
Q3,1992-09-22,0.84,1.1233333333333333
Q3,1992-09-29,0.9,0.8933333333333333
Q3,1992-10-06,0.81,0.91
Q3,1992-10-13,1.09,0.8822222222222222
Q3,1992-10-20,0.84,0.9677777777777778
Q3,1992-10-27,0.86,0.9688888888888889
Q3,1992-11-03,0.91,0.9655555555555556
Q3,1992-11-10,0.85,1.1066666666666667
Q3,1992-11-17,1.61,1.0811111111111111
Q3,1992-11-24,0.85,1.0844444444444445
Q3,1992-12-01,0.87,1.0977777777777777
Q3,1992-12-08,2.08,1.0844444444444445
Q3,1992-12-15,0.86,1.0744444444444445
Q3,1992-12-22,NA,0.9766666666666667
Q3,1992-12-22,0.87,0.9766666666666667
Q3,1992-12-29,0.98,0.9811111111111112
Q3,1993-01-05,0.79,0.9722222222222222
Q3,1993-01-12,0.76,0.8588888888888889
Q3,1993-01-19,0.73,0.8255555555555556
Q3,1993-01-26,0.89,0.8222222222222222
Q3,1993-02-02,0.79,0.8122222222222223
Q3,1993-02-09,1.06,0.7977777777777778
Q3,1993-02-16,0.56,0.81
Q3,1993-02-23,0.84,0.8322222222222222
Q3,1993-03-02,0.89,0.8200000000000001
Q3,1993-03-09,0.66,0.8233333333333334
Q3,1993-03-16,0.87,0.81
Q3,1993-03-23,0.93,0.8555555555555555
Q3,1993-03-30,0.78,0.8344444444444444
Q3,1993-04-06,0.82,0.8122222222222222
Q3,1993-04-13,0.94,0.8433333333333333
Q3,1993-04-20,0.97,0.8855555555555555
Q3,1993-04-27,0.65,0.8633333333333333
Q3,1993-05-04,0.69,0.8577777777777778
Q3,1993-05-11,0.94,0.8624999999999999
Q3,1993-05-18,1.25,0.8312499999999999
Q3,1993-05-25,0.73,0.7949999999999999
Q3,1993-06-01,0.73,0.855
Q3,1993-06-08,NA,0.855
Q3,1993-06-15,0.69,0.8225
Q3,1993-06-15,NA,0.8225
Q3,1993-06-22,0.68,0.7737499999999999
Q3,1993-06-29,1.13,0.78875
Q3,1993-07-06,0.69,0.8025
Q3,1993-07-13,0.68,0.8088888888888889
Q3,1993-07-20,0.86,0.8555555555555555
Q3,1993-07-27,0.85,0.8766666666666667
Q3,1993-08-03,0.84,0.8355555555555556
Q3,1993-08-10,0.86,0.8355555555555556
Q3,1993-08-17,1.11,0.88
Q3,1993-08-24,0.87,0.86
Q3,1993-08-31,0.76,0.8766666666666667
Q3,1993-09-07,0.69,0.8522222222222222
Q3,1993-09-14,1.08,0.8633333333333334
Q3,1993-09-21,0.68,0.8166666666666667
Q3,1993-09-28,1,0.8022222222222222
Q3,1993-10-05,0.62,0.7944444444444444
Q3,1993-10-13,0.96,0.8044444444444444
Q3,1993-10-19,0.69,0.77
Q3,1993-10-26,0.74,0.8222222222222222
Q3,1993-11-02,0.69,0.7966666666666666
Q3,1993-11-09,0.78,0.8355555555555555
Q3,1993-11-16,0.77,0.8366666666666667
Q3,1993-11-23,1.15,0.8877777777777778
Q3,1993-11-30,0.77,0.8922222222222222
Q3,1993-12-07,0.97,0.8955555555555555
Q3,1993-12-14,0.97,0.8833333333333333
Q3,1993-12-21,1.15,0.9055555555555556
Q3,1993-12-28,0.78,0.8533333333333333
Q3,1994-01-04,0.72,0.8488888888888889
Q3,1994-01-11,0.67,0.8333333333333334
Q3,1994-01-18,0.97,0.8077777777777778
Q3,1994-01-25,0.68,0.7866666666666666
Q3,1994-02-01,0.73,0.8
Q3,1994-02-08,0.83,0.8188888888888889
Q3,1994-02-15,0.74,0.8377777777777777
Q3,1994-02-22,0.96,0.8188888888888889
Q3,1994-03-01,0.9,0.85
Q3,1994-03-08,0.89,0.8733333333333333
Q3,1994-03-15,0.84,0.8633333333333333
Q3,1994-03-22,0.8,0.9011111111111111
Q3,1994-03-29,0.96,0.8922222222222222
Q3,1994-04-05,0.94,0.8744444444444445
Q3,1994-04-12,0.74,0.8666666666666667
Q3,1994-04-19,1.08,0.8622222222222222
Q3,1994-04-26,0.88,0.8633333333333333
Q3,1994-05-03,0.74,0.8711111111111112
Q3,1994-05-10,0.82,0.8688888888888889
Q3,1994-05-17,0.8,0.8666666666666667
Q3,1994-05-24,0.81,0.8555555555555555
Q3,1994-05-31,1.03,0.881
Q3,1994-06-07,0.92,0.893
Q3,1994-06-14,0.72,0.882
Q3,1994-06-21,0.98,0.907
Q3,1994-06-28,0.9,0.902
Q3,1994-06-30,1.09,0.902
Q3,1994-07-05,0.86,0.882
Q3,1994-07-12,0.71,0.867
Q3,1994-07-19,1.05,0.887
Q3,1994-07-26,0.76,0.888
Q3,1994-08-02,0.83,0.8422222222222222
Q3,1994-08-09,0.77,0.8588888888888889
Q3,1994-08-16,0.92,0.86
Q3,1994-08-23,0.99,0.8433333333333334
Q3,1994-08-30,0.69,0.8511111111111112
Q3,1994-09-06,1.01,0.8544444444444445
Q3,1994-09-13,0.72,0.8544444444444445
Q3,1994-09-20,0.9,0.8533333333333333
Q3,1994-09-27,0.83,0.8577777777777778
Q3,1994-10-04,0.86,0.8855555555555555
Q3,1994-10-11,0.77,0.86
Q3,1994-10-18,0.91,0.8688888888888889
Q3,1994-10-25,1.03,0.8644444444444445
Q3,1994-11-01,0.94,0.8466666666666667
Q3,1994-11-08,0.78,0.8322222222222222
Q3,1994-11-15,0.8,0.8333333333333334
Q3,1994-11-22,0.86,0.8733333333333333
Q3,1994-11-29,0.67,0.8477777777777777
Q3,1994-12-06,0.73,0.83625
Q3,1994-12-13,0.78,0.8442857142857143
Q3,1994-12-20,1.27,0.8516666666666667
Q3,1994-12-27,0.8,0.85
MPR,1989-05-16,0.77,0.6859999999999999
MPR,1989-05-23,0.72,0.6816666666666666
MPR,1989-05-30,0.7,0.6842857142857143
MPR,1989-06-06,0.59,0.67625
MPR,1989-06-13,0.65,0.6855555555555556
MPR,1989-06-20,0.66,0.675
MPR,1989-06-27,0.7,0.67125
MPR,1989-07-05,0.62,0.675
MPR,1989-07-11,0.76,0.68875
MPR,1989-07-26,0.69,0.69375
MPR,1989-08-01,0.73,0.67625
MPR,1989-08-08,0.7,0.6842857142857143
MPR,1989-08-15,0.74,0.6614285714285714
MPR,1989-08-22,0.61,0.6614285714285714
MPR,1989-08-29,0.56,0.6566666666666666
MPR,1989-09-12,0.6,0.755
MPR,1989-10-03,1.01,0.9475
MPR,1989-10-10,1.01,1.078
MPR,1989-10-24,1.17,1.21
MPR,1989-11-07,1.6,1.1316666666666666
MPR,1989-11-14,1.26,1.0366666666666666
MPR,1989-11-21,NA,0.9328571428571428
MPR,1989-11-28,0.91,0.8814285714285715
MPR,1989-12-05,0.84,0.98875
MPR,1989-12-12,0.44,0.915
MPR,1989-12-19,0.31,0.8825000000000001
MPR,1989-12-26,0.81,0.9
MPR,1990-01-02,1.74,0.9077777777777778
MPR,1990-01-09,1.01,0.93
MPR,1990-01-16,1,1.0122222222222221
MPR,1990-01-23,1.04,1.1088888888888888
MPR,1990-01-30,0.98,1.1322222222222222
MPR,1990-02-06,1.04,1.0566666666666666
MPR,1990-02-13,1.18,1.0744444444444445
MPR,1990-02-20,1.18,1.0688888888888888
MPR,1990-02-27,1.02,1.0855555555555556
MPR,1990-03-06,1.06,1.08
MPR,1990-03-13,1.17,1.0755555555555556
MPR,1990-03-20,0.95,1.0544444444444445
MPR,1990-03-27,1.19,1.0333333333333332
MPR,1990-04-03,0.93,1.0322222222222222
MPR,1990-04-10,1,1.0266666666666666
MPR,1990-04-17,0.99,1.0022222222222221
MPR,1990-04-24,0.99,1.0077777777777777
MPR,1990-05-01,1.01,0.9944444444444445
MPR,1990-05-08,1.01,1.0033333333333334
MPR,1990-05-15,0.95,1.0033333333333334
MPR,1990-05-22,1,0.9977777777777778
MPR,1990-05-29,1.07,0.9844444444444445
MPR,1990-06-05,1.01,0.9777777777777777
MPR,1990-06-12,1,0.9666666666666667
MPR,1990-06-19,0.94,0.9566666666666667
MPR,1990-06-26,0.87,0.9544444444444444
MPR,1990-07-03,0.95,0.9299999999999999
MPR,1990-07-10,0.91,0.9166666666666666
MPR,1990-07-17,0.86,0.8977777777777778
MPR,1990-07-24,0.98,0.8877777777777778
MPR,1990-07-31,0.85,0.8855555555555555
MPR,1990-08-07,0.89,0.8744444444444445
MPR,1990-08-14,0.83,0.8688888888888888
MPR,1990-08-21,0.85,0.8655555555555555
MPR,1990-08-28,0.85,0.8522222222222222
MPR,1990-09-04,0.85,0.8422222222222222
MPR,1990-09-11,0.86,0.84
MPR,1990-09-18,0.83,0.8344444444444444
MPR,1990-09-25,0.86,0.8266666666666667
MPR,1990-10-02,0.76,0.8111111111111111
MPR,1990-10-09,0.87,0.8011111111111111
MPR,1990-10-16,0.78,0.7911111111111111
MPR,1990-10-23,0.78,0.7855555555555556
MPR,1990-10-30,0.71,0.77
MPR,1990-11-06,0.76,0.7633333333333333
MPR,1990-11-13,0.77,0.7355555555555555
MPR,1990-11-20,0.78,0.7111111111111111
MPR,1990-11-27,0.72,0.7077777777777777
MPR,1990-12-04,0.7,0.7266666666666667
MPR,1990-12-11,0.62,0.7277777777777777
MPR,1990-12-18,0.56,0.7077777777777777
MPR,1990-12-25,0.75,0.66
MPR,1990-12-31,0.88,0.6533333333333333
MPR,1991-01-08,0.77,0.6488888888888888
MPR,1991-01-15,0.59,0.6622222222222223
MPR,1991-01-22,0.35,0.6688888888888889
MPR,1991-01-29,0.66,0.6577777777777778
MPR,1991-02-05,0.66,0.6266666666666667
MPR,1991-02-12,0.74,0.8411111111111111
MPR,1991-02-19,0.62,0.8600000000000001
MPR,1991-02-26,0.65,0.8911111111111111
MPR,1991-03-05,0.6,0.8922222222222222
MPR,1991-03-12,2.7,0.92125
MPR,1991-03-19,0.76,0.9225000000000001
MPR,1991-03-26,0.63,0.95125
MPR,1991-04-02,0.67,0.97375
MPR,1991-04-15,0.75,0.735
MPR,1991-04-23,0.85,0.73125
MPR,1991-04-30,0.83,0.7457142857142857
MPR,1991-05-07,0.66,0.77
MPR,1991-05-14,0.73,0.77
MPR,1991-05-21,0.73,0.7733333333333333
MPR,1991-05-28,NA,0.7633333333333333
MPR,1991-06-04,0.84,0.75
MPR,1991-06-11,NA,0.7716666666666667
MPR,1991-06-18,NA,0.8200000000000001
MPR,1991-06-25,0.79,0.81
MPR,1991-07-02,0.75,0.7857142857142857
MPR,1991-07-09,0.79,0.7728571428571429
MPR,1991-07-16,1.02,0.77375
MPR,1991-07-23,0.67,0.7666666666666667
MPR,1991-07-30,0.64,0.7988888888888889
MPR,1991-08-06,0.75,0.8144444444444444
MPR,1991-08-13,0.78,0.8477777777777779
MPR,1991-08-20,0.71,0.8222222222222223
MPR,1991-08-27,1.08,0.8222222222222223
MPR,1991-09-03,0.89,0.8366666666666667
MPR,1991-09-10,1.09,0.8411111111111111
MPR,1991-09-17,0.79,0.8388888888888889
MPR,1991-09-24,0.67,0.8444444444444444
MPR,1991-10-01,0.77,0.8150000000000001
MPR,1991-10-08,0.79,0.7362500000000001
MPR,1991-10-15,0.76,0.70375
MPR,1991-10-22,0.76,0.72
MPR,1991-10-29,NA,0.74
MPR,1991-11-05,0.26,0.7275
MPR,1991-11-12,0.83,0.72125
MPR,1991-11-18,0.92,0.655
MPR,1991-11-26,0.83,0.645
MPR,1991-12-03,0.67,0.6522222222222223
MPR,1991-12-10,0.74,0.7377777777777778
MPR,1991-12-17,0.23,0.7244444444444444
MPR,1991-12-23,0.68,0.71
MPR,1991-12-30,0.71,0.7033333333333334
MPR,1992-01-07,1.03,0.7266666666666667
MPR,1992-01-14,0.71,0.7444444444444445
MPR,1992-01-21,0.79,0.8244444444444444
MPR,1992-01-28,0.77,0.8488888888888889
MPR,1992-02-04,0.88,0.8611111111111112
MPR,1992-02-11,0.9,0.9322222222222222
MPR,1992-02-18,0.95,0.9555555555555556
MPR,1992-02-25,0.9,0.9711111111111111
MPR,1992-03-03,0.82,1.0077777777777779
MPR,1992-03-10,1.67,1.0277777777777777
MPR,1992-03-17,0.92,0.9533333333333334
MPR,1992-03-24,0.93,0.9188888888888889
MPR,1992-04-01,1.1,0.9422222222222223
MPR,1992-04-07,1.06,0.9322222222222223
MPR,1992-04-14,0.23,0.8422222222222222
MPR,1992-04-21,0.64,0.8433333333333334
MPR,1992-04-28,1.11,0.8444444444444444
MPR,1992-05-05,0.73,0.7877777777777778
MPR,1992-05-12,0.86,0.7688888888888888
MPR,1992-05-19,0.93,0.8288888888888889
MPR,1992-05-26,0.94,0.8366666666666667
MPR,1992-06-02,0.59,0.8088888888888889
MPR,1992-06-09,0.89,0.8322222222222222
MPR,1992-06-16,0.77,0.83
MPR,1992-06-23,0.71,0.8088888888888889
MPR,1992-06-30,0.86,0.7966666666666666
MPR,1992-07-07,0.94,0.82
MPR,1992-07-14,0.84,0.7833333333333333
MPR,1992-07-21,0.74,0.7744444444444444
MPR,1992-07-28,0.83,0.7933333333333333
MPR,1992-08-04,0.8,0.8222222222222222
MPR,1992-08-11,0.56,0.8166666666666667
MPR,1992-08-18,0.69,0.8522222222222222
MPR,1992-08-25,0.88,0.8433333333333334
MPR,1992-09-01,1.12,0.8288888888888889
MPR,1992-09-08,0.89,0.8233333333333334
MPR,1992-09-15,1.16,0.8444444444444444
MPR,1992-09-22,0.66,0.8466666666666667
MPR,1992-09-29,0.7,0.9
MPR,1992-10-06,0.75,0.8355555555555556
MPR,1992-10-13,0.75,0.7966666666666666
MPR,1992-10-20,0.71,0.7344444444444445
MPR,1992-10-27,1.36,0.7355555555555555
MPR,1992-11-03,0.54,0.7622222222222222
MPR,1992-11-10,0.54,0.7511111111111112
MPR,1992-11-17,0.6,0.7066666666666667
MPR,1992-11-24,0.67,0.70625
MPR,1992-12-01,0.94,0.62
MPR,1992-12-08,0.65,0.6475
MPR,1992-12-15,0.35,0.6825
MPR,1992-12-22,NA,0.68125
MPR,1992-12-29,0.67,0.69125
MPR,1993-01-05,0.76,0.67125
MPR,1993-01-12,0.82,0.68375
MPR,1993-01-19,0.59,0.70625
MPR,1993-01-26,0.75,0.7255555555555555
MPR,1993-02-02,0.78,0.7222222222222222
MPR,1993-02-09,0.75,0.7388888888888889
MPR,1993-02-16,0.53,0.7344444444444445
MPR,1993-02-23,0.88,0.7577777777777778
MPR,1993-03-02,0.64,0.7533333333333333
MPR,1993-03-09,0.91,0.7611111111111111
MPR,1993-03-16,0.78,0.7688888888888888
MPR,1993-03-23,0.8,0.8166666666666667
MPR,1993-03-30,0.71,0.8055555555555556
MPR,1993-04-06,0.85,0.8533333333333334
MPR,1993-04-13,0.82,0.8277777777777778
MPR,1993-04-20,0.96,0.8311111111111111
MPR,1993-04-27,0.78,0.8388888888888889
MPR,1993-05-04,1.07,0.8422222222222222
MPR,1993-05-11,0.68,0.84
MPR,1993-05-18,0.81,0.8288888888888889
MPR,1993-05-25,0.87,0.8344444444444444
MPR,1993-06-01,0.74,0.8555555555555555
MPR,1993-06-08,0.83,0.8077777777777778
MPR,1993-06-15,NA,0.8033333333333333
MPR,1993-06-15,0.72,0.8033333333333333
MPR,1993-06-22,1.01,0.7977777777777778
MPR,1993-06-29,0.97,0.7788888888888889
MPR,1993-07-06,0.64,0.7733333333333333
MPR,1993-07-13,0.64,0.76625
MPR,1993-07-20,0.76,0.79875
MPR,1993-07-27,0.7,0.79375
MPR,1993-08-03,0.69,0.7675
MPR,1993-08-10,NA,0.8075
MPR,1993-08-17,0.98,0.8412499999999999
MPR,1993-08-24,0.97,0.8412499999999999
MPR,1993-08-31,0.76,0.7975
MPR,1993-09-07,0.96,0.81125
MPR,1993-09-14,0.91,0.8
MPR,1993-09-21,0.76,0.7566666666666667
MPR,1993-09-28,0.35,0.7377777777777778
MPR,1993-10-05,0.8,0.7211111111111111
MPR,1993-10-13,0.71,0.6866666666666666
MPR,1993-10-19,0.59,0.7022222222222222
MPR,1993-10-26,0.8,0.7222222222222222
MPR,1993-11-02,0.61,0.75
MPR,1993-11-09,0.65,0.7211111111111111
MPR,1993-11-16,1.05,0.72
MPR,1993-11-23,0.94,0.7255555555555555
MPR,1993-11-30,0.6,0.6633333333333333
MPR,1993-12-07,0.54,0.6577777777777778
MPR,1993-12-14,0.7,0.5988888888888889
MPR,1993-12-21,0.64,0.5433333333333333
MPR,1993-12-28,0.24,0.5044444444444445
MPR,1994-01-04,0.56,0.5
MPR,1994-01-11,0.12,0.5166666666666667
MPR,1994-01-18,0.55,0.5
MPR,1994-01-25,0.59,0.48888888888888893
MPR,1994-02-01,0.56,0.5444444444444445
MPR,1994-02-08,0.69,0.5700000000000001
MPR,1994-02-15,0.55,0.6366666666666667
MPR,1994-02-22,0.54,0.6655555555555556
MPR,1994-03-01,0.74,0.6855555555555556
MPR,1994-03-08,0.79,0.7155555555555556
MPR,1994-03-15,0.72,0.7166666666666667
MPR,1994-03-22,0.81,0.7233333333333334
MPR,1994-03-29,0.77,0.7455555555555555
MPR,1994-04-05,0.83,0.7488888888888889
MPR,1994-04-12,0.7,0.7277777777777777
MPR,1994-04-19,0.61,0.7588888888888888
MPR,1994-04-26,0.74,0.76
MPR,1994-05-03,0.77,0.8077777777777777
MPR,1994-05-10,0.6,0.8044444444444444
MPR,1994-05-17,1,0.8344444444444444
MPR,1994-05-24,0.82,0.86
MPR,1994-05-31,1.2,0.8688888888888888
MPR,1994-06-07,0.8,0.8755555555555555
MPR,1994-06-14,0.97,0.8633333333333333
MPR,1994-06-21,0.84,0.8277777777777777
MPR,1994-06-28,0.82,0.8588888888888889
MPR,1994-07-05,0.83,0.8066666666666666
MPR,1994-07-12,0.49,0.8155555555555556
MPR,1994-07-19,0.68,0.7933333333333333
MPR,1994-07-26,1.1,0.7944444444444444
MPR,1994-08-02,0.73,0.8177777777777778
MPR,1994-08-09,0.88,0.8333333333333334
MPR,1994-08-16,0.77,0.8666666666666667
MPR,1994-08-23,0.85,0.8722222222222222
MPR,1994-08-30,1.03,0.8633333333333333
MPR,1994-09-06,0.97,0.8766666666666667
MPR,1994-09-13,0.79,0.8611111111111112
MPR,1994-09-20,0.73,0.8744444444444445
MPR,1994-09-27,1.02,0.8522222222222222
MPR,1994-10-04,0.85,0.8288888888888889
MPR,1994-10-11,0.74,0.7911111111111111
MPR,1994-10-18,0.89,0.7844444444444444
MPR,1994-10-25,0.65,0.7644444444444445
MPR,1994-11-01,0.82,0.75
MPR,1994-11-08,0.63,0.7577777777777778
MPR,1994-11-15,0.73,0.7422222222222222
MPR,1994-11-22,0.55,0.7177777777777777
MPR,1994-11-29,0.89,0.7133333333333334
MPR,1994-12-06,0.92,0.7
MPR,1994-12-13,0.6,0.71
MPR,1994-12-20,0.67,0.7066666666666667
MPR,1994-12-27,0.61,0.738
